image_path,width,height,cxr_mean_intensity,cxr_std_intensity,cxr_edge_density,cxr_entropy
data\covid_ct_cxr\images\cxr_1.jpg,275,218,141.0277862548828,58.2464599609375,0.06902418682235197,7.747365927440586
data\covid_ct_cxr\images\cxr_101.jpg,375,642,120.72965240478516,43.3707160949707,0.00028245067497403945,7.332067466429088
data\covid_ct_cxr\images\cxr_105.jpg,277,337,148.4651641845703,51.204349517822266,0.019968076787110735,7.362270508354988
data\covid_ct_cxr\images\cxr_110.jpg,314,664,123.70735931396484,53.494789123535156,0.0011031386693269895,7.595593521040267
data\covid_ct_cxr\images\cxr_113.jpg,238,334,190.3699188232422,54.89897155761719,0.05262164746137976,6.717721670596122
data\covid_ct_cxr\images\cxr_116.jpg,660,711,147.27484130859375,50.9001350402832,0.017621361292247367,6.769656778878723
data\covid_ct_cxr\images\cxr_119.jpg,311,241,133.95449829101562,71.76811981201172,0.042587824045042764,7.444856895654618
data\covid_ct_cxr\images\cxr_121.jpg,595,495,123.57645416259766,58.98445510864258,0.02293183940242764,7.63666912928465
data\covid_ct_cxr\images\cxr_127.jpg,650,872,165.72021484375,63.053462982177734,0.01599329569513056,7.421015361581201
data\covid_ct_cxr\images\cxr_13.jpg,399,426,152.0705108642578,46.959651947021484,0.01896172355772059,7.287188803021174
data\covid_ct_cxr\images\cxr_136.jpg,741,592,135.9290771484375,44.52962875366211,0.0032643980012401065,7.340289363420814
data\covid_ct_cxr\images\cxr_14.jpg,288,658,140.28219604492188,57.5198974609375,0.03821555217831814,7.4843332560541365
data\covid_ct_cxr\images\cxr_144.jpg,408,367,147.63800048828125,60.824012756347656,0.0350016028209649,7.393852952235808
data\covid_ct_cxr\images\cxr_15.jpg,340,591,138.56141662597656,42.76463317871094,0.0019508310938588633,7.316264294565506
data\covid_ct_cxr\images\cxr_150.jpg,625,474,116.12762451171875,42.435829162597656,0.029829535864978902,7.391202277580696
data\covid_ct_cxr\images\cxr_169.jpg,787,390,172.7255401611328,64.85479736328125,0.029273775779493697,7.019916580416287
data\covid_ct_cxr\images\cxr_17.jpg,379,363,128.9565887451172,43.99309158325195,0.008082746389294721,7.359000804478651
data\covid_ct_cxr\images\cxr_175.jpg,360,372,162.75723266601562,50.502952575683594,0.019220430107526883,7.418465055568751
data\covid_ct_cxr\images\cxr_18.jpg,625,569,107.03463745117188,30.465007781982422,0.022172231985940247,6.7098574550665795
data\covid_ct_cxr\images\cxr_180.jpg,239,220,184.18817138671875,41.026390075683594,0.002111068847470521,7.101819083455127
data\covid_ct_cxr\images\cxr_186.jpg,218,231,123.68767547607422,48.281959533691406,0.024881845982763415,7.4928093773695315
data\covid_ct_cxr\images\cxr_195.jpg,275,218,141.0277862548828,58.2464599609375,0.06902418682235197,7.747365927440586
data\covid_ct_cxr\images\cxr_196.jpg,316,278,204.67544555664062,65.63986206054688,0.11030416173390402,6.299005499777666
data\covid_ct_cxr\images\cxr_197.jpg,692,621,203.0278778076172,46.32761001586914,0.00745348263568922,6.413593096906803
data\covid_ct_cxr\images\cxr_198.jpg,351,269,137.87689208984375,80.69208526611328,0.13294993592391363,6.970131591613127
data\covid_ct_cxr\images\cxr_199.jpg,722,1017,122.35034942626953,98.82857513427734,0.1164252036705644,6.604848452041265
data\covid_ct_cxr\images\cxr_2.jpg,660,711,147.27484130859375,50.9001350402832,0.017621361292247367,6.769656778878723
data\covid_ct_cxr\images\cxr_200.jpg,358,238,113.06610870361328,66.21623229980469,0.14401906013802168,6.715016977275548
data\covid_ct_cxr\images\cxr_201.jpg,335,259,155.5353240966797,69.72692108154297,0.1396069843831038,7.166100310881215
data\covid_ct_cxr\images\cxr_202.jpg,432,298,174.54049682617188,77.93426513671875,0.24052324136216754,7.275979361857542
data\covid_ct_cxr\images\cxr_203.jpg,392,298,46.41269302368164,59.8231086730957,0.14719730173948775,5.949541750099718
data\covid_ct_cxr\images\cxr_204.jpg,285,221,172.79092407226562,74.19188690185547,0.09910296102246567,7.033096086407527
data\covid_ct_cxr\images\cxr_205.jpg,317,424,154.0806427001953,71.71759033203125,0.1338089994643176,6.815133384234741
data\covid_ct_cxr\images\cxr_206.jpg,392,305,41.64054870605469,72.49915313720703,0.08380729340916694,4.706280666551914
data\covid_ct_cxr\images\cxr_207.jpg,378,242,163.71597290039062,81.42131805419922,0.09363111635838908,6.592357421217262
data\covid_ct_cxr\images\cxr_208.jpg,694,210,80.68096923828125,104.93074035644531,0.1368807465349252,5.15149669567365
data\covid_ct_cxr\images\cxr_209.jpg,685,465,161.0408172607422,76.83149719238281,0.16667137587316538,7.0059323979005255
data\covid_ct_cxr\images\cxr_210.jpg,371,368,179.6332550048828,79.04817962646484,0.23193777100667995,6.608082991833457
data\covid_ct_cxr\images\cxr_211.jpg,381,243,149.0199432373047,110.18071746826172,0.17577741053973192,5.122503399908681
data\covid_ct_cxr\images\cxr_212.jpg,285,314,205.5057830810547,58.918880462646484,0.12694155771594592,5.955725366000648
data\covid_ct_cxr\images\cxr_213.jpg,329,244,125.13898468017578,88.85333251953125,0.18458817081070308,7.247848930030459
data\covid_ct_cxr\images\cxr_214.jpg,330,247,101.4994125366211,86.7548599243164,0.14275549012391117,6.635203852555831
data\covid_ct_cxr\images\cxr_215.jpg,363,277,125.76795196533203,76.87691497802734,0.11894461517041104,6.8256781000717615
data\covid_ct_cxr\images\cxr_216.jpg,755,545,132.92822265625,91.03870391845703,0.28291390728476823,7.092966553606959
data\covid_ct_cxr\images\cxr_217.jpg,217,271,95.73453521728516,87.00936126708984,0.3045215705613277,6.416374110577424
data\covid_ct_cxr\images\cxr_218.jpg,251,444,138.3519287109375,74.29055786132812,0.09541114819999282,7.1507324845359665
data\covid_ct_cxr\images\cxr_219.jpg,336,512,163.66041564941406,68.92123413085938,0.10420735677083333,6.850530188026754
data\covid_ct_cxr\images\cxr_22.jpg,644,654,148.16098022460938,61.97391128540039,0.00023505612855433358,7.214318225339518
data\covid_ct_cxr\images\cxr_220.jpg,714,379,138.94044494628906,80.2561264038086,0.12031883993703021,7.117688292453228
data\covid_ct_cxr\images\cxr_221.jpg,337,329,117.352294921875,87.91261291503906,0.1982628773461528,7.006923598321574
data\covid_ct_cxr\images\cxr_222.jpg,360,266,163.73403930664062,80.68731689453125,0.21762740183792814,6.8626756293840785
data\covid_ct_cxr\images\cxr_223.jpg,480,465,114.23575592041016,74.5010986328125,0.1890456989247312,7.526718494400418
data\covid_ct_cxr\images\cxr_224.jpg,310,224,142.3418731689453,97.86275482177734,0.20640841013824884,7.066891117469237
data\covid_ct_cxr\images\cxr_225.jpg,288,428,177.72447204589844,55.76728820800781,0.052407840083073726,7.270827000891048
data\covid_ct_cxr\images\cxr_226.jpg,364,391,107.06059265136719,89.24290466308594,0.16487732216632472,6.066817250318116
data\covid_ct_cxr\images\cxr_227.jpg,616,461,144.2231903076172,81.7564697265625,0.17504296137701778,6.7298003730652844
data\covid_ct_cxr\images\cxr_228.jpg,480,465,114.23575592041016,74.5010986328125,0.1890456989247312,7.526718494400418
data\covid_ct_cxr\images\cxr_229.jpg,235,258,152.67694091796875,96.67174530029297,0.17756886030018143,5.98010328621881
data\covid_ct_cxr\images\cxr_23.jpg,645,489,157.2104949951172,46.72444534301758,0.023588719265705996,7.359954595487967
data\covid_ct_cxr\images\cxr_230.jpg,330,247,161.6405487060547,69.63094329833984,0.12627898417372102,7.0039907764948675
data\covid_ct_cxr\images\cxr_231.jpg,244,215,117.06156921386719,102.7943344116211,0.15958825772016774,6.303476464572798
data\covid_ct_cxr\images\cxr_232.jpg,716,249,158.6602783203125,74.65452575683594,0.1361255076170604,6.813457875987754
data\covid_ct_cxr\images\cxr_233.jpg,237,261,175.24154663085938,59.61997604370117,0.11136977221656401,7.151804939294454
data\covid_ct_cxr\images\cxr_234.jpg,705,505,188.41372680664062,71.79057312011719,0.08537602696439857,5.985910011740108
data\covid_ct_cxr\images\cxr_235.jpg,261,217,196.94093322753906,58.36751937866211,0.13552977735402652,6.224230470104841
data\covid_ct_cxr\images\cxr_236.jpg,243,465,165.36590576171875,70.423583984375,0.04401079693791761,7.164228160299016
data\covid_ct_cxr\images\cxr_237.jpg,684,183,174.68568420410156,73.9117202758789,0.19056977598824018,7.126404368902913
data\covid_ct_cxr\images\cxr_238.jpg,762,271,119.77859497070312,96.10325622558594,0.31486377855904546,6.563185704329479
data\covid_ct_cxr\images\cxr_239.jpg,787,242,165.1433868408203,83.19932556152344,0.11651107354006741,6.225963606708709
data\covid_ct_cxr\images\cxr_240.jpg,347,256,133.56829833984375,74.49199676513672,0.17109825288184438,6.754391881570658
data\covid_ct_cxr\images\cxr_241.jpg,356,276,171.38726806640625,73.17838287353516,0.14030695326494055,7.020986250450992
data\covid_ct_cxr\images\cxr_242.jpg,346,272,141.57492065429688,76.62825012207031,0.10286679700782046,6.82518102870643
data\covid_ct_cxr\images\cxr_243.jpg,367,303,56.69882583618164,69.62792205810547,0.10306561991348999,5.999846897627322
data\covid_ct_cxr\images\cxr_244.jpg,413,381,193.3795928955078,58.75258255004883,0.13580293988675143,6.713908528151183
data\covid_ct_cxr\images\cxr_245.jpg,369,380,161.32867431640625,86.97102355957031,0.1330480673227785,6.934440016076419
data\covid_ct_cxr\images\cxr_246.jpg,573,576,43.121795654296875,70.09523010253906,0.06149711557106845,5.035724539486422
data\covid_ct_cxr\images\cxr_247.jpg,383,274,138.28433227539062,72.22763061523438,0.09774923290960721,6.7386895625003245
data\covid_ct_cxr\images\cxr_248.jpg,365,415,110.29086303710938,98.20699310302734,0.12693183693678825,5.350720317496804
data\covid_ct_cxr\images\cxr_249.jpg,372,240,160.19577026367188,81.55663299560547,0.14220430107526882,6.825307404907486
data\covid_ct_cxr\images\cxr_25.jpg,450,450,140.57972717285156,65.98977661132812,0.04583703703703704,7.392145286026182
data\covid_ct_cxr\images\cxr_250.jpg,356,328,131.936279296875,88.72114562988281,0.11773773636612771,6.659060266858699
data\covid_ct_cxr\images\cxr_251.jpg,357,256,134.21368408203125,63.54429626464844,0.15013349089635855,7.06754424044118
data\covid_ct_cxr\images\cxr_26.jpg,617,526,154.58453369140625,50.21369934082031,0.021679782585921084,7.398734798141867
data\covid_ct_cxr\images\cxr_27.jpg,377,397,149.98741149902344,50.05298614501953,0.010863973167456187,7.419043246347687
data\covid_ct_cxr\images\cxr_29.jpg,376,393,111.43741607666016,49.60794448852539,0.017798170104488118,7.044740070915616
data\covid_ct_cxr\images\cxr_3.jpg,224,415,153.2743377685547,60.65401840209961,0.03447719449225473,7.373829381822315
data\covid_ct_cxr\images\cxr_30.jpg,312,576,68.64240264892578,58.2833251953125,0.0006287838319088319,7.193410170271244
data\covid_ct_cxr\images\cxr_4.jpg,787,847,138.32872009277344,50.27861404418945,0.0012541461080215846,7.42833567313485
data\covid_ct_cxr\images\cxr_40.jpg,346,288,111.31221008300781,34.992713928222656,0.01205242453436095,7.01785472110519
data\covid_ct_cxr\images\cxr_5.jpg,273,346,151.45468139648438,55.02389144897461,0.01609180799932245,7.383794949598338
data\covid_ct_cxr\images\cxr_6.jpg,708,613,124.12379455566406,42.14247131347656,0.03238910240458613,7.2738531064152445
data\covid_ct_cxr\images\cxr_65.jpg,252,215,136.5373077392578,44.714717864990234,0.017940199335548173,7.250319792403795
data\covid_ct_cxr\images\cxr_7.jpg,257,409,198.01596069335938,61.39525604248047,0.10172861587053933,6.1696204060904325
data\covid_ct_cxr\images\cxr_71.jpg,363,285,119.58395385742188,48.966819763183594,0.019341742786718862,7.490550972471041
data\covid_ct_cxr\images\cxr_78.jpg,542,230,142.990966796875,66.1351089477539,0.017623937108936307,6.339033278577222
data\covid_ct_cxr\images\cxr_8.jpg,597,718,155.242919921875,61.7436408996582,0.01885471927884548,7.609604045593201
data\covid_ct_cxr\images\cxr_80.jpg,347,385,103.6784439086914,78.8692398071289,0.03137841985104233,6.948959772815929
data\covid_ct_cxr\images\cxr_9.jpg,791,264,145.42770385742188,55.11491775512695,0.018192353369344518,7.453392129837703
data\covid_ct_cxr\images\cxr_92.jpg,225,223,172.99777221679688,45.91013717651367,0.008271051320378675,7.267194385984423
data\covid_ct_cxr\images\cxr_94.jpg,650,345,105.14618682861328,51.26655960083008,0.00799108138238573,7.570383347128384
